GameID,Squad,Season,Competition,GameType,Opposition,Home/Away,PF,PA,Result,Captain,VC1,VC2,Number,Player,Position,PositionType
Eastbourne (H),1st,2022/23,Counties 2 Sussex,League,Eastbourne,H,38,32,W,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Pulborough (A),1st,2022/23,Counties 2 Sussex,League,Pulborough,A,35,14,W,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Haywards Heath (H),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,H,54,17,W,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Old Rutlishians (A),1st,2022/23,Counties 2 Championship,League,Old Rutlishians,A,26,22,W,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Cheshunt (H),1st,2022/23,Counties 2 Championship,League,Cheshunt,H,29,25,W,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Wensleydale (A),1st,2022/23,Counties 2 Championship,League,Wensleydale,A,21,35,L,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Old Colfeians (H),1st,2023/24,Friendly,Friendly,Old Colfeians,H,19,36,L,Connor Leggat,Oli Billin,Sam Lindsay-McCall,2,Ben Tottman,Hooker,Forwards
Heathfield & Waldron (H),1st,2023/24,Friendly,Friendly,Heathfield & Waldron,H,0,5,L,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Twickenham (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,H,8,48,L,John Peaty,Dan Poulton,,2,Ben Tottman,Hooker,Forwards
Trinity (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,A,27,22,W,Max Crawley-Moore,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
KCS Old Boys (H),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,22,26,L,Max Crawley-Moore,,,2,Ben Tottman,Hooker,Forwards
Old Tiffinians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,A,14,63,L,Max Crawley-Moore,Ryland Thomas,,2,Ben Tottman,Hooker,Forwards
Kingston (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,H,20,11,W,Max Crawley-Moore,Ryland Thomas,,2,Ben Tottman,Hooker,Forwards
Old Walcountians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,A,25,34,L,Max Crawley-Moore,Ryland Thomas,,2,Ben Tottman,Hooker,Forwards
Teddington (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,H,10,27,L,Ryland Thomas,Dan Poulton,,2,Ben Tottman,Hooker,Forwards
Eastbourne (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,A,24,26,L,Ryland Thomas,Dan Poulton,,2,Ben Tottman,Hooker,Forwards
Horsham (A),1st,2023/24,Bob Rogers Cup,Cup,Horsham,A,20,31,L,Ryland Thomas,Oli Billin,,2,Ben Tottman,Hooker,Forwards
Weybridge Vandals (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,24,28,L,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Hove (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,A,26,12,W,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Trinity (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,H,41,10,W,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
KCS Old Boys (A),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,28,44,L,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Old Tiffinians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,H,18,39,L,Ryland Thomas,Dan Poulton,,2,Ben Tottman,Hooker,Forwards
Old Walcountians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,H,38,19,W,Ryland Thomas,Dan Poulton,,2,Ben Tottman,Hooker,Forwards
Kingston (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,A,48,7,W,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Teddington (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,A,0,26,L,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Eastbourne (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,H,15,14,W,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Brighton 2 (A),1st,2023/24,Bob Rogers Plate,Cup,Brighton 2,A,19,13,W,Mark Oliver,Aaron Boczek,Ryland Thomas,2,Mark Oliver,Hooker,Forwards
Weybridge Vandals (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,26,71,L,Ryland Thomas,Connor Leggat,,2,Ben Tottman,Hooker,Forwards
Hove (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,H,13,15,L,Connor Leggat,Aaron Boczek,Sam Musgrave,2,Ben Tottman,Hooker,Forwards
Twickenham (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,A,10,35,L,Ryland Thomas,,,2,Ben Tottman,Hooker,Forwards
Dover (A),1st,2023/24,Counties 1 Plate,Cup,Dover,A,42,36,W,Ryland Thomas,,,2,Ben Tottman,Hooker,Forwards
Bromley (A),1st,2023/24,Counties 1 Plate,Cup,Bromley,A,15,36,L,Ryland Thomas,,,2,Ben Tottman,Hooker,Forwards
London Cornish (H),1st,2024/25,Counties 1 Surrey/Sussex,League,London Cornish,H,16,18,L,Ryland Thomas,Chris May-Miller,,2,Ben Tottman,Hooker,Forwards
Old Haileyburians (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,A,0,60,L,Ben Tottman,,,2,Ben Tottman,Hooker,Forwards
Haywards Heath (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,H,24,19,W,Ryland Thomas,Chris May-Miller,,2,Ben Tottman,Hooker,Forwards
Weybridge Vandals (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,15,48,L,Ryland Thomas,Chris May-Miller,,2,Ben Tottman,Hooker,Forwards
Hove (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,H,21,34,L,Ryland Thomas,Chris May-Miller,,2,George Beet,Hooker,Forwards
Twickenham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,A,31,41,L,Ryland Thomas,,,2,George Beet,Hooker,Forwards
KCS Old Boys (H),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,29,33,L,Ryland Thomas,Chris May-Miller,,2,George Beet,Hooker,Forwards
Eastbourne (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,A,36,33,W,Ryland Thomas,Chris May-Miller,,2,Ben Tottman,Hooker,Forwards
Trinity (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Trinity,H,14,48,L,Ryland Thomas,,,2,Ben Tottman,Hooker,Forwards
Old Rutlishians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Rutlishians,H,19,23,L,Ryland Thomas,,,2,Ben Tottman,Hooker,Forwards
Cobham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Cobham,A,7,26,L,Ryland Thomas,Sam Spriddell,,2,Ben Tottman,Hooker,Forwards
Old Haileyburians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,H,18,5,W,Chris May-Miller,,,2,George Beet,Hooker,Forwards
Haywards Heath (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,A,5,33,L,Ryland Thomas,Sam Spriddell,,2,Ben Tottman,Hooker,Forwards
Weybridge Vandals (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,14,20,L,Chris May-Miller,,,2,Ben Tottman,Hooker,Forwards
Twickenham (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,H,10,47,L,Chris May-Miller,,,2,George Beet,Hooker,Forwards
KCS Old Boys (A),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,22,27,L,John Peaty,Sam Spriddell,,2,Ben Tottman,Hooker,Forwards
Hove (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,A,11,18,L,Chris May-Miller,John Peaty,,2,Reggie Harris,Hooker,Forwards
Eastbourne (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,H,14,15,L,Ryland Thomas,Chris May-Miller,,2,Ben Tottman,Hooker,Forwards
Croydon (H),2nd,2021/22,Friendly,Friendly,Croydon,H,34,12,W,Ben Watkinson,Jordan Hollis,,2,Tom Kiernan,Hooker,Forwards
Worthing Azurians (H),2nd,2021/22,Friendly,Friendly,Worthing Azurians,H,12,31,L,Ben Watkinson,Chris Taylor,,2,Sam Lindsay,Hooker,Forwards
Royals (H),2nd,2021/22,Sussex 3,League,Royals,H,24,27,L,Ben Watkinson,Jordan Hollis,,2,Rory Duncanson,Hooker,Forwards
Newick (A),2nd,2021/22,Sussex 3,League,Newick,A,43,10,W,Ben Watkinson,Richard Dodgson,,2,George Beet,Hooker,Forwards
Brighton & SM (H),2nd,2021/22,Sussex 3,League,Brighton & SM,H,58,26,W,Ben Watkinson,Richard Dodgson,,2,George Beet,Hooker,Forwards
Hove 3rd XV (A),2nd,2021/22,Friendly,Friendly,Hove 3rd XV,A,22,29,L,Ben Watkinson,,,2,Tom Kiernan,Hooker,Forwards
Crowborough (A),2nd,2021/22,Sussex 3,League,Crowborough,A,25,5,W,Richard Dodgson,George Beet,,2,George Beet,Hooker,Forwards
Midhurst (A),2nd,2021/22,Sussex 3,League,Midhurst,A,29,0,W,Ali Moffatt,Pete Morley,,2,George Beet,Hooker,Forwards
Rye (H),2nd,2021/22,Sussex 3,League,Rye,H,20,12,W,Ben Watkinson,Ali Moffatt,,2,George Beet,Hooker,Forwards
Horsham III (A),2nd,2021/22,Sussex 3,League,Horsham III,A,15,22,L,Ben Watkinson,,,2,George Beet,Hooker,Forwards
Crawley II (H),2nd,2021/22,Sussex 3,League,Crawley II,H,23,13,W,Ben Watkinson,Andy Blackmore,,2,Tom Kiernan,Hooker,Forwards
Midhurst (H),2nd,2021/22,Sussex 3,League,Midhurst,H,24,5,W,Ben Watkinson,Andy Blackmore,,2,Rory Duncanson,Hooker,Forwards
Horsham III (H),2nd,2021/22,Sussex 3,League,Horsham III,H,22,0,W,Ali Moffatt,Toby Rowe,,2,George Beet,Hooker,Forwards
Rye (A),2nd,2021/22,Sussex 3,League,Rye,A,32,10,W,Ben Watkinson,Toby Rowe,,2,Rory Duncanson,Hooker,Forwards
Crawley II (A),2nd,2021/22,Sussex 3,League,Crawley II,A,38,20,W,Ben Watkinson,Matt Marriott,,2,Will Burch,Hooker,Forwards
St Francis (H),2nd,2021/22,Friendly,Friendly,St Francis,H,46,24,W,,,,2,Mark Oliver,Hooker,Forwards
Rye (H)2,2nd,2021/22,Sussex Vase,Cup,Rye,H,52,10,W,Ali Moffatt,,,2,George Beet,Hooker,Forwards
Hove III (A),2nd,2021/22,Sussex Vase,Cup,Hove III,A,29,20,W,Toby Rowe,Ben Watkinson,,2,Eoin O'Donoghue,Hooker,Forwards
Haywards Heath (H),2nd,2022/23,Friendly,Friendly,Haywards Heath,H,12,55,L,Ben Watkinson,,,2,George Beet,Hooker,Forwards
Eastbourne (H),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,H,21,20,W,Ben Watkinson,Sam Spriddell,,2,George Beet,Hooker,Forwards
Uckfield (A),2nd,2022/23,Counties 4 Sussex,League,Uckfield,A,21,17,W,Ben Watkinson,Richard Dodgson,,2,Mark Oliver,Hooker,Forwards
St Francis (H),2nd,2022/23,Counties 4 Sussex,League,St Francis,H,17,17,D,Richard Dodgson,Ben Watkinson,,2,George Beet,Hooker,Forwards
Heathfield & Waldron (A),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,A,7,22,L,Ben Watkinson,,,2,Fin Edwards,Hooker,Forwards
Crowborough (H),2nd,2022/23,Friendly,Friendly,Crowborough,H,43,19,W,Ben Watkinson,James Jenkins,,2,George Beet,Hooker,Forwards
Eastbourne (A),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,A,24,39,L,Ben Watkinson,,,2,George Beet,Hooker,Forwards
St Francis (A),2nd,2022/23,Counties 4 Sussex,League,St Francis,A,38,19,W,Ben Watkinson,,,2,Ben Watkinson,Hooker,Forwards
Uckfield (H),2nd,2022/23,Counties 4 Sussex,League,Uckfield,H,52,10,W,Ben Watkinson,,,2,Ben Watkinson,Hooker,Forwards
Heathfield & Waldron (H),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,H,17,32,L,Ben Watkinson,Richard Dodgson,,2,Harrison Berry,Hooker,Forwards
Hove (A),2nd,2022/23,Counties 4 Sussex,League,Hove,A,24,57,L,Ben Watkinson,,,2,Ben Watkinson,Hooker,Forwards
Pulborough (H),2nd,2022/23,Sussex Vase,Cup,Pulborough,H,19,26,L,Richard Dodgson,,,2,Harrison Berry,Hooker,Forwards
Uckfield (A),2nd,2023/24,Friendly,Friendly,Uckfield,A,32,26,W,Mark Oliver,,,2,Mark Oliver,Hooker,Forwards
Shoreham (H),2nd,2023/24,Counties 4 Sussex,League,Shoreham,H,63,0,W,Ben Watkinson,Jack Andrews,,2,George Beet,Hooker,Forwards
Holbrook (A),2nd,2023/24,Counties 4 Sussex,League,Holbrook,A,52,19,W,Ryan Morlen,Tim Morris,,2,George Beet,Hooker,Forwards
St Francis (H),2nd,2023/24,Counties 4 Sussex,League,St Francis,H,24,7,W,Mark Oliver,Tim Morris,,2,George Beet,Hooker,Forwards
Newick (A),2nd,2023/24,Counties 4 Sussex,League,Newick,A,25,10,W,Ben Watkinson,Jack Andrews,,2,George Beet,Hooker,Forwards
Uckfield (A)2,2nd,2023/24,Counties 4 Sussex,League,Uckfield,A,80,0,W,Ben Watkinson,Mark Oliver,,2,George Beet,Hooker,Forwards
Hellingly (H),2nd,2023/24,Counties 4 Sussex,League,Hellingly,H,34,0,W,Ben Watkinson,James Funnell,,2,George Beet,Hooker,Forwards
Shoreham (A),2nd,2023/24,Friendly,Friendly,Shoreham,A,36,14,W,Ben Watkinson,Archie Vickers,,2,George Beet,Hooker,Forwards
Heathfield & Waldron (H),2nd,2023/24,Counties 4 Sussex,League,Heathfield & Waldron,H,20,10,W,Ben Watkinson,,,2,George Beet,Hooker,Forwards
Crowborough (H),2nd,2023/24,Counties 4 Sussex,League,Crowborough,H,10,7,W,Ben Watkinson,Max Crawley-Moore,,2,Mark Oliver,Hooker,Forwards
Hellingly (A),2nd,2023/24,Counties 4 Sussex,League,Hellingly,A,48,14,W,Max Crawley-Moore,,,2,George Beet,Hooker,Forwards
Newick (H),2nd,2023/24,Counties 4 Sussex,League,Newick,H,31,7,W,Ben Watkinson,Max Crawley-Moore,,2,George Beet,Hooker,Forwards
West Sussex Emergency Services (H),2nd,2023/24,Friendly,Friendly,West Sussex Emergency Services,H,7,0,W,,,,2,Rob Salvi,Hooker,Forwards
Littlehampton (A),2nd,2023/24,Counties 4 Sussex,League,Littlehampton,A,43,5,W,Ben Watkinson,Max Crawley-Moore,,2,Harrison Berry,Hooker,Forwards
Midhurst (A),2nd,2023/24,Counties 4 Sussex,League,Midhurst,A,29,17,W,Ben Watkinson,Max Crawley-Moore,,2,George Beet,Hooker,Forwards
Warlingham (H),2nd,2024/25,Friendly,Friendly,Warlingham,H,24,21,W,Pete Morley,George Beet,Sam Lindsay-McCall,2,George Beet,Hooker,Forwards
Haywards Heath (H),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,H,53,5,W,George Beet,,,2,George Beet,Hooker,Forwards
Barns Green (H),2nd,2024/25,Counties 3 Sussex,League,Barns Green,H,24,31,L,Tim Morris,,,2,Jack Jacobs,Hooker,Forwards
Jersey Royals (A),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,A,18,31,L,,,,2,Jack Jacobs,Hooker,Forwards
Eastbourne (H),2nd,2024/25,Counties 3 Sussex,League,Eastbourne,H,29,22,W,John Peaty,,,2,Harrison Berry,Hooker,Forwards
Eastbourne (A),2nd,2024/25,Friendly,Friendly,Eastbourne,A,26,19,W,Pete Morley,,,2,Harrison Berry,Hooker,Forwards
Old Rutlishians (H),2nd,2024/25,Friendly,Friendly,Old Rutlishians,H,7,24,L,Pete Morley,,,2,Harrison Berry,Hooker,Forwards
Newick (A),2nd,2024/25,Counties 3 Sussex,League,Newick,A,27,10,W,Pete Morley,,,2,Harrison Berry,Hooker,Forwards
Horsham (A),2nd,2024/25,Counties 3 Sussex,League,Horsham,A,7,41,L,Pete Morley,,,2,Harrison Berry,Hooker,Forwards
Barns Green (A),2nd,2024/25,Counties 3 Sussex,League,Barns Green,A,0,27,L,Pete Morley,,,2,Reggie Harris,Hooker,Forwards
Haywards Heath (A),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,A,5,26,L,George Beet,,,2,George Beet,Hooker,Forwards
Burgess Hill (H),2nd,2024/25,Counties 3 Sussex,League,Burgess Hill,H,15,8,W,Max Crawley-Moore,,,2,Reggie Harris,Hooker,Forwards
Eastbourne (A)2,2nd,2024/25,Counties 3 Sussex,League,Eastbourne,A,10,35,L,Max Crawley-Moore,,,2,Reggie Harris,Hooker,Forwards
Jersey Royals (H),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,H,27,17,W,Rory Evans,,,2,Harrison Berry,Hooker,Forwards
Crawley (H),1st,2021/22,Friendly,Friendly,Crawley,H,34,12,W,Jack Andrews,James Funnell,,3,Josh Brimecombe,Prop,Forwards
University of Brighton (A),1st,2021/22,Friendly,Friendly,University of Brighton,A,0,43,L,Jack Andrews,James Funnell,,3,Josh Brimecombe,Prop,Forwards
Metropolitan Police (H),1st,2021/22,Friendly,Friendly,Metropolitan Police,H,29,28,W,Jack Andrews,,,3,Josh Brimecombe,Prop,Forwards
London Irish (A),1st,2021/22,Friendly,Friendly,London Irish,A,10,33,L,Jack Andrews,Sam Lindsay-McCall,,3,Josh Brimecombe,Prop,Forwards
Horsham (A),1st,2021/22,Friendly,Friendly,Horsham,A,26,56,L,Jack Andrews,James Funnell,,3,Sean Morgan,Prop,Forwards
Purley John Fisher (H),1st,2021/22,Friendly,Friendly,Purley John Fisher,H,19,33,L,Jack Andrews,James Funnell,,3,George Beet,Prop,Forwards
Eastbourne (H),1st,2021/22,Sussex 1,League,Eastbourne,H,47,0,W,Jack Andrews,,,3,Sean Morgan,Prop,Forwards
Hellingly (A),1st,2021/22,Sussex 1,League,Hellingly,A,27,12,W,Jack Andrews,James Funnell,,3,James Funnell,Prop,Forwards
Burgess Hill (H),1st,2021/22,Sussex 1,League,Burgess Hill,H,64,15,W,Jack Andrews,James Funnell,,3,James Funnell,Prop,Forwards
Lewes (H),1st,2021/22,Sussex 1,League,Lewes,H,87,10,W,Max Crawley-Moore,,,3,Sean Morgan,Prop,Forwards
Uckfield (H),1st,2021/22,Sussex 1,League,Uckfield,H,43,0,W,Max Crawley-Moore,John Peaty,,3,Sean Morgan,Prop,Forwards
Seaford (A),1st,2021/22,Sussex 1,League,Seaford,A,36,21,W,Max Crawley-Moore,John Peaty,,3,Sean Morgan,Prop,Forwards
Horsham (H),1st,2021/22,Friendly,Friendly,Horsham,H,44,26,W,Max Crawley-Moore,John Peaty,,3,Devon Frost,Prop,Forwards
Lewes (A),1st,2021/22,Sussex 1,League,Lewes,A,36,12,W,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Uckfield (A),1st,2021/22,Sussex 1,League,Uckfield,A,21,19,W,Max Crawley-Moore,,,3,Sean Morgan,Prop,Forwards
Seaford (H),1st,2021/22,Sussex 1,League,Seaford,H,67,5,W,Max Crawley-Moore,John Peaty,,3,James Funnell,Prop,Forwards
Eastbourne (A),1st,2021/22,Sussex 1,League,Eastbourne,A,36,3,W,Max Crawley-Moore,,,3,James Funnell,Prop,Forwards
Burgess Hill (A),1st,2021/22,Sussex 1,League,Burgess Hill,A,64,30,W,Max Crawley-Moore,John Peaty,,3,Sean Morgan,Prop,Forwards
Eastbourne (A)2,1st,2021/22,Sussex Cup,Cup,Eastbourne,A,35,31,W,Max Crawley-Moore,,,3,Dave Bridges,Prop,Forwards
Uckfield (H)2,1st,2021/22,Sussex Cup,Cup,Uckfield,H,57,7,W,Max Crawley-Moore,John Peaty,,3,James Funnell,Prop,Forwards
Lewes (A),1st,2022/23,Counties 2 Sussex,League,Lewes,A,69,7,W,Max Crawley-Moore,,,3,Dave Bridges,Prop,Forwards
Uckfield (H),1st,2022/23,Counties 2 Sussex,League,Uckfield,H,58,3,W,Max Crawley-Moore,John Peaty,,3,Dave Bridges,Prop,Forwards
Crawley (A),1st,2022/23,Counties 2 Sussex,League,Crawley,A,39,36,W,Max Crawley-Moore,John Peaty,,3,Devon Frost,Prop,Forwards
Shoreham (H),1st,2022/23,Counties 2 Sussex,League,Shoreham,H,70,11,W,Max Crawley-Moore,John Peaty,,3,Dave Bridges,Prop,Forwards
Seaford (A),1st,2022/23,Counties 2 Sussex,League,Seaford,A,62,17,W,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Burgess Hill (H),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,H,53,5,W,Max Crawley-Moore,John Peaty,,3,Devon Frost,Prop,Forwards
Eastbourne (A),1st,2022/23,Counties 2 Sussex,League,Eastbourne,A,15,29,L,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Pulborough (H),1st,2022/23,Counties 2 Sussex,League,Pulborough,H,27,31,L,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Haywards Heath (A),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,A,35,17,W,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Uckfield (A),1st,2022/23,Counties 2 Sussex,League,Uckfield,A,22,13,W,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Crawley (H),1st,2022/23,Counties 2 Sussex,League,Crawley,H,75,12,W,Max Crawley-Moore,Aaron Boczek,,3,Josh Brimecombe,Prop,Forwards
Shoreham (A),1st,2022/23,Counties 2 Sussex,League,Shoreham,A,57,14,W,John Peaty,,,3,Josh Brimecombe,Prop,Forwards
Seaford (H),1st,2022/23,Counties 2 Sussex,League,Seaford,H,43,5,W,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Burgess Hill (A),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,A,63,0,W,,,,3,Josh Brimecombe,Prop,Forwards
Eastbourne (H),1st,2022/23,Counties 2 Sussex,League,Eastbourne,H,38,32,W,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Pulborough (A),1st,2022/23,Counties 2 Sussex,League,Pulborough,A,35,14,W,Max Crawley-Moore,,,3,Guy Collins,Prop,Forwards
Haywards Heath (H),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,H,54,17,W,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Old Rutlishians (A),1st,2022/23,Counties 2 Championship,League,Old Rutlishians,A,26,22,W,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Cheshunt (H),1st,2022/23,Counties 2 Championship,League,Cheshunt,H,29,25,W,Max Crawley-Moore,,,3,Devon Frost,Prop,Forwards
Wensleydale (A),1st,2022/23,Counties 2 Championship,League,Wensleydale,A,21,35,L,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Old Colfeians (H),1st,2023/24,Friendly,Friendly,Old Colfeians,H,19,36,L,Connor Leggat,Oli Billin,Sam Lindsay-McCall,3,Dave Bridges,Prop,Forwards
Heathfield & Waldron (H),1st,2023/24,Friendly,Friendly,Heathfield & Waldron,H,0,5,L,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Twickenham (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,H,8,48,L,John Peaty,Dan Poulton,,3,Josh Brimecombe,Prop,Forwards
Trinity (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,A,27,22,W,Max Crawley-Moore,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
KCS Old Boys (H),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,22,26,L,Max Crawley-Moore,,,3,Josh Brimecombe,Prop,Forwards
Old Tiffinians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,A,14,63,L,Max Crawley-Moore,Ryland Thomas,,3,Josh Brimecombe,Prop,Forwards
Kingston (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,H,20,11,W,Max Crawley-Moore,Ryland Thomas,,3,Josh Brimecombe,Prop,Forwards
Old Walcountians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,A,25,34,L,Max Crawley-Moore,Ryland Thomas,,3,Josh Brimecombe,Prop,Forwards
Teddington (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,H,10,27,L,Ryland Thomas,Dan Poulton,,3,Josh Brimecombe,Prop,Forwards
Eastbourne (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,A,24,26,L,Ryland Thomas,Dan Poulton,,3,Josh Brimecombe,Prop,Forwards
Horsham (A),1st,2023/24,Bob Rogers Cup,Cup,Horsham,A,20,31,L,Ryland Thomas,Oli Billin,,3,Josh Brimecombe,Prop,Forwards
Weybridge Vandals (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,24,28,L,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Hove (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,A,26,12,W,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Trinity (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,H,41,10,W,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
KCS Old Boys (A),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,28,44,L,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Old Tiffinians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,H,18,39,L,Ryland Thomas,Dan Poulton,,3,Josh Brimecombe,Prop,Forwards
Old Walcountians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,H,38,19,W,Ryland Thomas,Dan Poulton,,3,Josh Brimecombe,Prop,Forwards
Kingston (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,A,48,7,W,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Teddington (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,A,0,26,L,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Eastbourne (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,H,15,14,W,Ryland Thomas,Connor Leggat,,3,Josh Brimecombe,Prop,Forwards
Brighton 2 (A),1st,2023/24,Bob Rogers Plate,Cup,Brighton 2,A,19,13,W,Mark Oliver,Aaron Boczek,Ryland Thomas,3,Dave Bridges,Prop,Forwards
Weybridge Vandals (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,26,71,L,Ryland Thomas,Connor Leggat,,3,Ben Pellett,Prop,Forwards
Hove (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,H,13,15,L,Connor Leggat,Aaron Boczek,Sam Musgrave,3,Sean Morgan,Prop,Forwards
Twickenham (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,A,10,35,L,Ryland Thomas,,,3,Josh Brimecombe,Prop,Forwards
